NOMINATIVO_DEL_SOGGETTO_BENEFICIARIO,CODICE_FISCALE_DEL_SOGGETTO_BENEFICIARIO,PARTITA_IVA_DEL_SOGGETTO_BENEFICIARIO,CATEGORIA,ATTO_DI_CONCESSIONE,IMPORTO_EROGATO,UNITA_DI_MISURA,MESE_DI_EROGAZIONE,ANNO_DI_EROGAZIONE
L'OSTERIA S.R.L.,02846680235,02846680235,CERTIFICATI BIANCHI,CAR002879,6420.7,euro,9,2024
LA CUCINA ATAVOLA SRL,12008690013,12008690013,CERTIFICATI BIANCHI,CAR002582,6883.9,euro,1,2024
LA NOSTRA FAMIGLIA,00307430132,00307430132,CERTIFICATI BIANCHI,CAR002667,23847.8,euro,8,2024
LA NOSTRA FAMIGLIA,00307430132,00307430132,CERTIFICATI BIANCHI,CAR002667,19176.58,euro,10,2024
LA NOSTRA FAMIGLIA,00307430132,00307430132,CERTIFICATI BIANCHI,CAR002668,32206.81,euro,8,2024
LA NOSTRA FAMIGLIA,00307430132,00307430132,CERTIFICATI BIANCHI,CAR002668,21880.97,euro,10,2024
LA.SO.LE. EST S.P.A.,02533400301,02533400301,CERTIFICATI BIANCHI,CAR002181,11555.11,euro,9,2024
LACTALIS PARMA S.P.A.,12652040150,02104940347,CERTIFICATI BIANCHI,CAR001975,119983.61,euro,10,2024
LAPI GELATINE SPA,03362180964,03362180964,CERTIFICATI BIANCHI,CAR002203,302645.7,euro,1,2024
LAPI GELATINE SPA,03362180964,03362180964,CERTIFICATI BIANCHI,CAR002203,178243.82,euro,7,2024
LAR S.P.A.,01017000363,01017000363,CERTIFICATI BIANCHI,CAR001998,14151.91,euro,7,2024
LAR S.P.A.,01017000363,01017000363,CERTIFICATI BIANCHI,CAR002460,2458.53,euro,7,2024
LAVORGOMMA S.R.L.,01342930417,01342930417,CERTIFICATI BIANCHI,CAR001943,6153.01,euro,10,2024
LE ALI DEL FRASSINO S.R.L.,03924870235,03924870235,CERTIFICATI BIANCHI,CAR002927,5679.85,euro,11,2024
LE ALI DEL FRASSINO S.R.L.,03924870235,03924870235,CERTIFICATI BIANCHI,CAR002928,5679.85,euro,11,2024
LE CASTELLANE S.C.A.,03461730362,03461730362,CERTIFICATI BIANCHI,CAR001746,340.29,euro,4,2024
LE CASTELLANE S.C.A.,03461730362,03461730362,CERTIFICATI BIANCHI,CAR001746,340.29,euro,11,2024
LEPORATI MASSIMO,*************,,CERTIFICATI BIANCHI,CAR000820,217.84,euro,8,2024
LFOUNDRY S.R.L.,01465930665,01465930665,CERTIFICATI BIANCHI,CAR002084,950639.45,euro,12,2024
LOCCI HOTELS TRENTINO S.R.L.,02666500224,02666500224,CERTIFICATI BIANCHI,CAR003480,1229.27,euro,11,2024
LOXEAL S.R.L.,08991550156,00935450965,CERTIFICATI BIANCHI,CAR002293,14505.35,euro,6,2024
LUCART S.P.A.,00145780466,00145780466,CERTIFICATI BIANCHI,CAR002202,788206.46,euro,10,2024
LUCART S.P.A.,00145780466,00145780466,CERTIFICATI BIANCHI,CAR002420,1961911.27,euro,10,2024
LUCART S.P.A.,00145780466,00145780466,CERTIFICATI BIANCHI,CAR003151,1961770.8,euro,10,2024
M.G. LAVORAZIONE MATERIE PLASTICHE SPA,00171890247,00171890247,CERTIFICATI BIANCHI,CAR001946,84603.83,euro,11,2024
MADEL S.P.A.,01155210394,01155210394,CERTIFICATI BIANCHI,CAR001940,37225.69,euro,5,2024
MAINARDI SILVANO,*************,,CERTIFICATI BIANCHI,CAR002018,615.3,euro,8,2024
MALIBU'-SRL,08014140159,01957090408,CERTIFICATI BIANCHI,CAR002285,1475.13,euro,2,2024
MALIBU'-SRL,08014140159,01957090408,CERTIFICATI BIANCHI,CAR002285,3196.09,euro,9,2024
MARCEGAGLIA RAVENNA S.P.A.,02559130204,02559130204,CERTIFICATI BIANCHI,CAR003564,996937.15,euro,12,2024
MARCEGAGLIA RAVENNA S.P.A.,02559130204,02559130204,CERTIFICATI BIANCHI,CAR003566,1066330.1,euro,12,2024
MARCHIORI CARNI E SALUMI DI MARCHIORI ROBERTO E C. S.A.S.,01267920229,01267920229,CERTIFICATI BIANCHI,CAR003246,2469.5,euro,11,2024
MARE S.P.A.,05509410964,05509410964,CERTIFICATI BIANCHI,CAR002542,102029.22,euro,7,2024
MARIA CECILIA HOSPITAL S.P.A.,00178460390,00178460390,CERTIFICATI BIANCHI,CAR001884,66144.81,euro,12,2024
MARIA CECILIA HOSPITAL S.P.A.,00178460390,00178460390,CERTIFICATI BIANCHI,CAR001885,67067.76,euro,12,2024
MARIA CECILIA HOSPITAL S.P.A.,00178460390,00178460390,CERTIFICATI BIANCHI,CAR001886,79681.43,euro,12,2024
MARIA CECILIA HOSPITAL S.P.A.,00178460390,00178460390,CERTIFICATI BIANCHI,CAR001887,80604.38,euro,12,2024
MARKUS PERATHONER SNC E C.,00729570218,00729570218,CERTIFICATI BIANCHI,CAR001992,5230.05,euro,8,2024
MARTINI SPA,00548890409,00548890409,CERTIFICATI BIANCHI,CAR001802,84296.19,euro,9,2024
MASCHIETTO MARIO EREDI SRL,02105450262,02105450262,CERTIFICATI BIANCHI,CAR003169,5900.49,euro,4,2024
MASCHIETTO MARIO EREDI SRL,02105450262,02105450262,CERTIFICATI BIANCHI,CAR003169,11555.11,euro,10,2024
MESSERSI' PACKAGING S.R.L.,01267390423,01267390423,CERTIFICATI BIANCHI,CAR001968,294113.7,euro,8,2024
METALCHIMICA S.P.A.,00303970677,00303970677,CERTIFICATI BIANCHI,CAR003589,50871.7,euro,10,2024
METALCHIMICA S.P.A.,00303970677,00303970677,CERTIFICATI BIANCHI,CAR003590,24919.68,euro,10,2024
MIDAC S.P.A.,02103180242,02103180242,CERTIFICATI BIANCHI,CAR001866,254426.81,euro,8,2024
MO.OM HOTELS,05488770966,05488770966,CERTIFICATI BIANCHI,CAR002462,6638.05,euro,8,2024
MOMENTIVE PERFORMANCE MATERIALS SPECIALTIES SRL,03983950969,03983950969,CERTIFICATI BIANCHI,CAR002006,284884.18,euro,12,2024
MONDIALCARTA S.P.A.,00249040460,00249040460,CERTIFICATI BIANCHI,CAR002070,2160320.48,euro,5,2024
MONDO ENERGIA S.R.L.,02843110046,02843110046,CERTIFICATI BIANCHI,CAR001824,320263.98,euro,6,2024
MONTELLO S.P.A.,01078620166,01078620166,CERTIFICATI BIANCHI,CAR002246,264579.27,euro,6,2024
MONTELLO S.P.A.,01078620166,01078620166,CERTIFICATI BIANCHI,CAR002247,253811.51,euro,6,2024
MY-KOSHER HOTEL S.R.L.,06381490967,06381490967,CERTIFICATI BIANCHI,CAR003275,3210.35,euro,11,2024
MY-KOSHER HOTEL S.R.L.,06381490967,06381490967,CERTIFICATI BIANCHI,CAR003276,2716.45,euro,11,2024
NIAGARA S.R.L.,01019420361,01465650388,CERTIFICATI BIANCHI,CAR001822,5537.71,euro,9,2024
NICOLINI GABRIELE,*************,,CERTIFICATI BIANCHI,CAR000763,217.84,euro,8,2024
NIEDERMAIR SRL,03187480219,03187480219,CERTIFICATI BIANCHI,CAR003593,3951.2,euro,12,2024
NOBERASCO S.P.A.,00856490156,01270390097,CERTIFICATI BIANCHI,CAR002198,33841.53,euro,9,2024
NUOVA CARTIERA DELLA TOSCANA SRL,01513520468,01513520468,CERTIFICATI BIANCHI,CAR001845,387947.05,euro,9,2024
NUOVA PARISE SRL,03701120242,03701120242,CERTIFICATI BIANCHI,CAR001901,17843.72,euro,8,2024
NUOVA SPORTIVA S.S.D. A R.L,01629200385,01629200385,CERTIFICATI BIANCHI,CAR002206,6460.66,euro,8,2024
NUTKAO S.R.L.,01552270041,01552270041,CERTIFICATI BIANCHI,CAR002526,205041.86,euro,9,2024
OLIMPIONICO HOTEL DI NONES FRANCO E C SNC,01014020224,01014020224,CERTIFICATI BIANCHI,CAR002817,1234.75,euro,9,2024
OMARLIFT S.R.L.,11034610151,02324600168,CERTIFICATI BIANCHI,CAR003181,7902.4,euro,8,2024
OSPEDALE SAN CHIAFFREDO,00601580046,00601580046,CERTIFICATI BIANCHI,CAR001850,2768.85,euro,8,2024
OSTI GIORGIO E C. S.N.C.,01375680228,01375680228,CERTIFICATI BIANCHI,CAR003479,4198.15,euro,10,2024
P.D. SERVICE S.R.L.,01710740240,01710740240,CERTIFICATI BIANCHI,CAR002455,63471.13,euro,1,2024
PANURANIA S.P.A.,00290190529,00290190529,CERTIFICATI BIANCHI,CAR002474,5408.77,euro,6,2024
PARROCCHIA SS. REDENTORE,92008460393,92008460393,CERTIFICATI BIANCHI,CAR000826,108.93,euro,9,2024
PASTIFICIO FELICETTI S.P.A.,00122630221,00122630221,CERTIFICATI BIANCHI,CAR003038,37783.35,euro,9,2024
PASTIFICIO GUIDO FERRARA S.P.A.,03244321216,03244321216,CERTIFICATI BIANCHI,CAR003250,166444.3,euro,6,2024
PASTIFICIO GUIDO FERRARA S.P.A.,03244321216,03244321216,CERTIFICATI BIANCHI,CAR003251,224230.6,euro,6,2024
PETTINATURA DI VERRONE S.R.L.,02509750028,02509750028,CERTIFICATI BIANCHI,CAR003137,124709.75,euro,6,2024
PIANETA GYM SRL,01417790399,01417790399,CERTIFICATI BIANCHI,CAR003337,1728.65,euro,10,2024
PIEVE ECOENERGIA SCA,01413540194,01413540194,CERTIFICATI BIANCHI,CAR003572,37783.35,euro,10,2024
PISI CIRO,*************,,CERTIFICATI BIANCHI,CAR002012,108.93,euro,10,2024
PLANGREEN 2E SRL,14321821002,14321821002,CERTIFICATI BIANCHI,CAR003149,3457.3,euro,11,2024
PROCTER & GAMBLE ITALIA S.P.A.,00439220583,00893141002,CERTIFICATI BIANCHI,CAR003044,183940.85,euro,6,2024
PROGETTO CAMPUS SRL,02441020340,02441020340,CERTIFICATI BIANCHI,CAR001969,20612.57,euro,6,2024
PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI SERVI DELLA CARITA' - OPERA DON GUANELLA,02595400587,01084241007,CERTIFICATI BIANCHI,CAR002185,12046.82,euro,10,2024
R.S.A. - RESIDENZE SANITARIE ASSISTENZIALI S.R.L.,05813260725,05813260725,CERTIFICATI BIANCHI,CAR001915,8166.89,euro,4,2024
REKEEP S.P.A.,02402671206,02402671206,CERTIFICATI BIANCHI,CAR001848,19381.97,euro,7,2024
RENO DE MEDICI S.P.A.,00883670150,00883670150,CERTIFICATI BIANCHI,CAR001820,2534115.6,euro,6,2024
RENOVIT BUSINESS SOLUTIONS S.R.L.,08922251007,08922251007,CERTIFICATI BIANCHI,CAR002601,148902.75,euro,7,2024
RESIDENCE BETULLE FIORITE,91012050166,91012050166,CERTIFICATI BIANCHI,CAR001466,1361.15,euro,6,2024
RESIDENZA ARCOBALENO,90069990407,90069990407,CERTIFICATI BIANCHI,CAR000828,326.77,euro,8,2024
RESIDENZA BOSCO NUOVO,92077350392,92077350392,CERTIFICATI BIANCHI,CAR000808,217.84,euro,8,2024
RESIDENZA BOSCO NUOVO,92077350392,92077350392,CERTIFICATI BIANCHI,CAR000809,217.84,euro,8,2024
RESIDENZA BOSCO NUOVO,92077350392,92077350392,CERTIFICATI BIANCHI,CAR000810,217.84,euro,8,2024
RESIDENZA BOSCO NUOVO,92077350392,92077350392,CERTIFICATI BIANCHI,CAR000811,326.77,euro,8,2024
RESIDENZA BOSCO NUOVO,92077350392,92077350392,CERTIFICATI BIANCHI,CAR000812,435.7,euro,8,2024
RESIDENZIALE LEONARDO,94173540363,94173540363,CERTIFICATI BIANCHI,CAR001437,313.62,euro,10,2024
RISO GALLO SPA,07509770587,01407630183,CERTIFICATI BIANCHI,CAR003368,57045.45,euro,11,2024
RISO SCOTTI SPA,00164240186,05078040150,CERTIFICATI BIANCHI,CAR001811,340876.54,euro,6,2024
RISTORANTE ABATE ERMANNO HOTEL IN SYLVIS DI VIT RENZO,VTIRNZ41E26I686K,01289590935,CERTIFICATI BIANCHI,CAR002926,4692.05,euro,9,2024
RISTORANTE DA PINO S.A.S.,00600320220,00600320220,CERTIFICATI BIANCHI,CAR002768,3951.2,euro,7,2024
RIVIERASCA S.P.A.,01983420165,01983420165,CERTIFICATI BIANCHI,CAR003144,6420.7,euro,8,2024
ROMANTIK HOTEL TURM SRL,01499350211,01499350211,CERTIFICATI BIANCHI,CAR002055,1512.52,euro,2,2024
RUNGGHOF & CO. SAS DI PIRCHER GERHARD,02476940214,02476940214,CERTIFICATI BIANCHI,CAR002504,2458.53,euro,5,2024
RUSSO MANGIMI SPA,00290810639,01239651217,CERTIFICATI BIANCHI,CAR002957,54579.48,euro,4,2024
SABELLI S.P.A.,01343410443,01343410443,CERTIFICATI BIANCHI,CAR002621,21843.17,euro,10,2024
SABELLI S.P.A.,01343410443,01343410443,CERTIFICATI BIANCHI,CAR002622,10767.76,euro,10,2024
SACCHETTO SPA,02449810015,02449810015,CERTIFICATI BIANCHI,CAR002125,372713.97,euro,9,2024
SALUMI BENVENUTI S.R.L.,00142430461,00142430461,CERTIFICATI BIANCHI,CAR002469,11359.7,euro,11,2024
SALUMIFICIO F.LLI FELICETTI SRL,00241590223,00241590223,CERTIFICATI BIANCHI,CAR002142,2704.39,euro,8,2024
SALUMIFICIO MOTTOLINI S.R.L.,00622710143,00622710143,CERTIFICATI BIANCHI,CAR000937,2505.27,euro,8,2024
SALUMIFICIO MOTTOLINI S.R.L.,00622710143,00622710143,CERTIFICATI BIANCHI,CAR001277,2508.93,euro,10,2024
SALUMIFICIO VOLPI S.P.A.,00595650177,00595650177,CERTIFICATI BIANCHI,CAR003529,35807.75,euro,11,2024
SANPELLEGRINO SPA,00753740158,00753740158,CERTIFICATI BIANCHI,CAR001925,476857.97,euro,8,2024
SANPELLEGRINO SPA,00753740158,00753740158,CERTIFICATI BIANCHI,CAR001926,434709.89,euro,8,2024
SAVIO INDUSTRIAL SRL A SOCIO UNICO,02583430182,02583430182,CERTIFICATI BIANCHI,CAR002283,168409.67,euro,10,2024
SBE - VARVIT - SOCIETA' PER AZIONI,00052160314,00052160314,CERTIFICATI BIANCHI,CAR002034,295887.45,euro,5,2024
SEDAMYL S.P.A.,01313140061,02016210045,CERTIFICATI BIANCHI,CAR002352,2668740.2,euro,1,2024
SHINE MALPENSA SRL,07582821000,07582821000,CERTIFICATI BIANCHI,CAR003146,9878,euro,4,2024
SI.DA. SNC DI FEDRIGONI ELISABETTA,01946400221,01946400221,CERTIFICATI BIANCHI,CAR003483,3457.3,euro,10,2024
SILICONATURE SPA,00866910268,00866910268,CERTIFICATI BIANCHI,CAR001870,398714.8,euro,7,2024
SILVELOX GROUP S.P.A.,02381120225,02381120225,CERTIFICATI BIANCHI,CAR002685,8604.88,euro,2,2024
SILVELOX GROUP S.P.A.,02381120225,02381120225,CERTIFICATI BIANCHI,CAR002685,9588.28,euro,8,2024
SILVIA BRAGAGNI,BRGSLV76R45C573W,03299170401,CERTIFICATI BIANCHI,CAR003301,493.9,euro,1,2024
SIME ENERGIA SRL,01334330196,01334330196,CERTIFICATI BIANCHI,CAR001956,166131.17,euro,7,2024
SIME ENERGIA SRL,01334330196,01334330196,CERTIFICATI BIANCHI,CAR002349,428031.02,euro,8,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR001932,217508.77,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR001954,98140.44,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR001963,211971.06,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002219,521455.36,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002303,535469.02,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002438,247937.8,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002439,123172.62,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002463,53341.2,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002633,532764.62,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002649,37369.74,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002664,68838.99,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002665,91457.52,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002666,76307.55,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002721,97545.25,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002751,9631.05,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002759,28399.25,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002762,54575.95,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002769,241270.15,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002772,22472.45,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR002804,167185.15,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR003147,98780,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR003148,66676.5,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR003188,5926.8,euro,9,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR003232,79764.85,euro,7,2024
SIRAM SPA,08786190150,08786190150,CERTIFICATI BIANCHI,CAR003283,404010.2,euro,7,2024
SOCIETA' CANOTTIERI CASALE A.S.D.,82001010063,01874360066,CERTIFICATI BIANCHI,CAR002334,7621.45,euro,12,2024
SOCIETA' ELETTRICA IN MORBEGNO,00050450147,00050450147,CERTIFICATI BIANCHI,CAR002361,371659.75,euro,8,2024
SOCIETA' ELETTRICA IN MORBEGNO,00050450147,00050450147,CERTIFICATI BIANCHI,CAR002362,285227.25,euro,9,2024
SOCIETA' ELETTRICA IN MORBEGNO,00050450147,00050450147,CERTIFICATI BIANCHI,CAR002363,430927.75,euro,9,2024
SOCIETA' IMMOBILIARE DOLCE CASA S.R.L.,00333590222,00333590222,CERTIFICATI BIANCHI,CAR001803,615.3,euro,8,2024
SOFFASS S.P.A.,01829730462,01829730462,CERTIFICATI BIANCHI,CAR001960,589458,euro,7,2024
SOL ET SALUS S.P.A.,00432390409,00432390409,CERTIFICATI BIANCHI,CAR002881,21414.4,euro,7,2024
SOLVAY CHIMICA ITALIA SPA,00104340492,00104340492,CERTIFICATI BIANCHI,CAR002041,34999222.22,euro,6,2024
SOLVAY SPECIALTY POLYMERS ITALY SPA,03521920961,03521920961,CERTIFICATI BIANCHI,CAR002057,4831648.12,euro,6,2024
SORIN GROUP ITALIA SRL,10556980158,02109510368,CERTIFICATI BIANCHI,CAR002150,397791.03,euro,6,2024
SPORTING S.R.L.,01403900226,01403900226,CERTIFICATI BIANCHI,CAR002155,3196.09,euro,8,2024
SPORTING S.R.L.,01403900226,01403900226,CERTIFICATI BIANCHI,CAR002659,3933.66,euro,8,2024
SPORTING S.R.L.,01403900226,01403900226,CERTIFICATI BIANCHI,CAR003237,4198.15,euro,8,2024
STABINGER S.R.L.,02538590213,02538590213,CERTIFICATI BIANCHI,CAR003286,6173.75,euro,9,2024
STET SPA,01812230223,01812230223,CERTIFICATI BIANCHI,CAR003208,152955,euro,4,2024
STET SPA,01812230223,01812230223,CERTIFICATI BIANCHI,CAR003208,154687.5,euro,7,2024
STET SPA,01812230223,01812230223,CERTIFICATI BIANCHI,CAR003295,146272.5,euro,4,2024
STET SPA,01812230223,01812230223,CERTIFICATI BIANCHI,CAR003295,142312.5,euro,7,2024
STROZZI GIAN PIETRO,*************,,CERTIFICATI BIANCHI,CAR001526,189.07,euro,8,2024
SUPERMERCATI TOSANO CEREA SRL,01286680234,01286680234,CERTIFICATI BIANCHI,CAR003322,9384.1,euro,1,2024
SUPERMERCATI TOSANO CEREA SRL,01286680234,01286680234,CERTIFICATI BIANCHI,CAR003322,15190.3,euro,12,2024
TABU-S.P.A.,00197200132,00197200132,CERTIFICATI BIANCHI,CAR003031,15734.63,euro,6,2024
TECHNOFABRIC SPA,01708800048,01708800048,CERTIFICATI BIANCHI,CAR002348,93178.5,euro,10,2024
TECNOVALORE SRL,03449030968,03449030968,CERTIFICATI BIANCHI,CAR001981,111061.77,euro,8,2024
TEP ENERGY SOLUTION SRL,08922251007,08922251007,CERTIFICATI BIANCHI,CAR002570,51685.25,euro,5,2024
